('abience.n.01.abience', 'adience.n.01.adience')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchronism')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchrony')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchronicity')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchroneity')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchronization')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchronisation')
('asynchronism.n.01.asynchrony', 'synchronism.n.01.synchronizing')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchronism')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchrony')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchronicity')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchroneity')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchronization')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchronisation')
('asynchronism.n.01.desynchronization', 'synchronism.n.01.synchronizing')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchronism')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchrony')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchronicity')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchroneity')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchronization')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchronisation')
('asynchronism.n.01.desynchronisation', 'synchronism.n.01.synchronizing')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchronism')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchrony')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchronicity')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchroneity')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchronization')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchronisation')
('asynchronism.n.01.desynchronizing', 'synchronism.n.01.synchronizing')
('asynchronous_operation.n.01.asynchronous_operation', 'synchronous_operation.n.01.synchronous_operation')
('atheism.n.01.atheism', 'theism.n.01.theism')
('atheism.n.01.godlessness', 'theism.n.01.theism')
('atomism.n.02.atomism', 'holism.n.01.holism')
('atomism.n.02.atomism', 'holism.n.01.holistic_theory')
('atomism.n.02.atomic_theory', 'holism.n.01.holism')
('atomism.n.02.atomic_theory', 'holism.n.01.holistic_theory')
('atomism.n.02.atomist_theory', 'holism.n.01.holism')
('atomism.n.02.atomist_theory', 'holism.n.01.holistic_theory')
('atomism.n.02.atomistic_theory', 'holism.n.01.holism')
('atomism.n.02.atomistic_theory', 'holism.n.01.holistic_theory')
('atonality.n.01.atonality', 'key.n.04.key')
('atonality.n.01.atonality', 'key.n.04.tonality')
('atonality.n.01.atonalism', 'key.n.04.key')
('atonality.n.01.atonalism', 'key.n.04.tonality')
('atonicity.n.01.atonicity', 'tonicity.n.01.tonicity')
('atonicity.n.01.atonicity', 'tonicity.n.01.tonus')
('atonicity.n.01.atonicity', 'tonicity.n.01.tone')
('atonicity.n.01.atony', 'tonicity.n.01.tonicity')
('atonicity.n.01.atony', 'tonicity.n.01.tonus')
('atonicity.n.01.atony', 'tonicity.n.01.tone')
('atonicity.n.01.atonia', 'tonicity.n.01.tonicity')
('atonicity.n.01.atonia', 'tonicity.n.01.tonus')
('atonicity.n.01.atonia', 'tonicity.n.01.tone')
('atonicity.n.01.amyotonia', 'tonicity.n.01.tonicity')
('atonicity.n.01.amyotonia', 'tonicity.n.01.tonus')
('atonicity.n.01.amyotonia', 'tonicity.n.01.tone')
('attendance.n.01.attendance', 'nonattendance.n.01.nonattendance')
('attendance.n.01.attending', 'nonattendance.n.01.nonattendance')
('attention.n.01.attention', 'inattention.n.01.inattention')
('attention.n.01.attending', 'inattention.n.01.inattention')
('attentiveness.n.01.attentiveness', 'inattentiveness.n.01.inattentiveness')
('attentiveness.n.01.attentiveness', 'inattentiveness.n.01.heedlessness')
('attentiveness.n.01.heed', 'inattentiveness.n.01.inattentiveness')
('attentiveness.n.01.heed', 'inattentiveness.n.01.heedlessness')
('attentiveness.n.01.regard', 'inattentiveness.n.01.inattentiveness')
('attentiveness.n.01.regard', 'inattentiveness.n.01.heedlessness')
('attentiveness.n.01.paying_attention', 'inattentiveness.n.01.inattentiveness')
('attentiveness.n.01.paying_attention', 'inattentiveness.n.01.heedlessness')
('attentiveness.n.03.attentiveness', 'inattentiveness.n.02.inattentiveness')
('attraction.n.01.attraction', 'repulsion.n.01.repulsion')
('attraction.n.01.attraction', 'repulsion.n.01.repulsive_force')
('attraction.n.01.attractive_force', 'repulsion.n.01.repulsion')
('attraction.n.01.attractive_force', 'repulsion.n.01.repulsive_force')
('attractiveness.n.02.attractiveness', 'unattractiveness.n.01.unattractiveness')
('atypicality.n.01.atypicality', 'typicality.n.01.typicality')
('atypicality.n.01.untypicality', 'typicality.n.01.typicality')
('audibility.n.01.audibility', 'inaudibility.n.01.inaudibility')
('audibility.n.01.audibility', 'inaudibility.n.01.inaudibleness')
('audibility.n.01.audibleness', 'inaudibility.n.01.inaudibility')
('audibility.n.01.audibleness', 'inaudibility.n.01.inaudibleness')
('augmentation.n.02.augmentation', 'diminution.n.02.diminution')
('aunt.n.01.aunt', 'uncle.n.01.uncle')
('aunt.n.01.auntie', 'uncle.n.01.uncle')
('aunt.n.01.aunty', 'uncle.n.01.uncle')
('auspiciousness.n.01.auspiciousness', 'inauspiciousness.n.01.inauspiciousness')
('auspiciousness.n.01.auspiciousness', 'inauspiciousness.n.01.unpropitiousness')
('auspiciousness.n.01.propitiousness', 'inauspiciousness.n.01.inauspiciousness')
('auspiciousness.n.01.propitiousness', 'inauspiciousness.n.01.unpropitiousness')
('autumnal_equinox.n.01.autumnal_equinox', 'vernal_equinox.n.01.vernal_equinox')
('autumnal_equinox.n.01.autumnal_equinox', 'vernal_equinox.n.01.March_equinox')
('autumnal_equinox.n.01.autumnal_equinox', 'vernal_equinox.n.01.spring_equinox')
('autumnal_equinox.n.01.September_equinox', 'vernal_equinox.n.01.vernal_equinox')
('autumnal_equinox.n.01.September_equinox', 'vernal_equinox.n.01.March_equinox')
('autumnal_equinox.n.01.September_equinox', 'vernal_equinox.n.01.spring_equinox')
('autumnal_equinox.n.01.fall_equinox', 'vernal_equinox.n.01.vernal_equinox')
('autumnal_equinox.n.01.fall_equinox', 'vernal_equinox.n.01.March_equinox')
('autumnal_equinox.n.01.fall_equinox', 'vernal_equinox.n.01.spring_equinox')
('awareness.n.01.awareness', 'incognizance.n.01.incognizance')
('awareness.n.01.consciousness', 'incognizance.n.01.incognizance')
('awareness.n.01.cognizance', 'incognizance.n.01.incognizance')
('awareness.n.01.cognisance', 'incognizance.n.01.incognizance')
('awareness.n.01.knowingness', 'incognizance.n.01.incognizance')
('away_game.n.01.away_game', 'home_game.n.01.home_game')
('away_game.n.01.road_game', 'home_game.n.01.home_game')
('awkwardness.n.03.awkwardness', 'gracefulness.n.01.gracefulness')
('awkwardness.n.03.clumsiness', 'gracefulness.n.01.gracefulness')
('back.n.03.back', 'front.n.09.front')
('back.n.03.rear', 'front.n.09.front')
('back_burner.n.01.back_burner', 'front_burner.n.01.front_burner')
('bad.n.01.bad', 'good.n.03.good')
('bad.n.01.bad', 'good.n.03.goodness')
('bad.n.01.badness', 'good.n.03.good')
('bad.n.01.badness', 'good.n.03.goodness')
('bad_egg.n.01.bad_egg', 'good_egg.n.01.good_egg')
('bad_guy.n.01.bad_guy', 'good_guy.n.01.good_guy')
('bad_person.n.01.bad_person', 'good_person.n.01.good_person')
('bad_weather.n.01.bad_weather', 'good_weather.n.01.good_weather')
('bad_weather.n.01.inclemency', 'good_weather.n.01.good_weather')
('bad_weather.n.01.inclementness', 'good_weather.n.01.good_weather')
('balance.n.01.balance', 'imbalance.n.01.imbalance')
('balance.n.01.balance', 'imbalance.n.01.instability')
('balance.n.01.balance', 'imbalance.n.01.unbalance')
('baseball_diamond.n.01.baseball_diamond', 'outfield.n.01.outfield')
('baseball_diamond.n.01.diamond', 'outfield.n.01.outfield')
('baseball_diamond.n.01.infield', 'outfield.n.01.outfield')
('bear.n.02.bear', 'bull.n.06.bull')
('beauty.n.01.beauty', 'ugliness.n.01.ugliness')
('becomingness.n.01.becomingness', 'unbecomingness.n.01.unbecomingness')
('beginning.n.01.beginning', 'ending.n.04.ending')
('beginning.n.01.beginning', 'ending.n.04.conclusion')
('beginning.n.01.beginning', 'ending.n.04.finish')
('beginning.n.02.beginning', 'end.n.02.end')
('beginning.n.02.beginning', 'end.n.02.ending')
('beginning.n.02.commencement', 'end.n.02.end')
('beginning.n.02.commencement', 'end.n.02.ending')
('beginning.n.02.first', 'end.n.02.end')
('beginning.n.02.first', 'end.n.02.ending')
('beginning.n.02.outset', 'end.n.02.end')
('beginning.n.02.outset', 'end.n.02.ending')
('beginning.n.02.get-go', 'end.n.02.end')
('beginning.n.02.get-go', 'end.n.02.ending')
('beginning.n.02.start', 'end.n.02.end')
('beginning.n.02.start', 'end.n.02.ending')
('beginning.n.02.kickoff', 'end.n.02.end')
('beginning.n.02.kickoff', 'end.n.02.ending')
('beginning.n.02.starting_time', 'end.n.02.end')
('beginning.n.02.starting_time', 'end.n.02.ending')
('beginning.n.02.showtime', 'end.n.02.end')
('beginning.n.02.showtime', 'end.n.02.ending')
('beginning.n.02.offset', 'end.n.02.end')
('beginning.n.02.offset', 'end.n.02.ending')
('beginning.n.02.beginning', 'middle.n.04.middle')
('beginning.n.02.commencement', 'middle.n.04.middle')
('beginning.n.02.first', 'middle.n.04.middle')
('beginning.n.02.outset', 'middle.n.04.middle')
('beginning.n.02.get-go', 'middle.n.04.middle')
('beginning.n.02.start', 'middle.n.04.middle')
('beginning.n.02.kickoff', 'middle.n.04.middle')
('beginning.n.02.starting_time', 'middle.n.04.middle')
('beginning.n.02.showtime', 'middle.n.04.middle')
('beginning.n.02.offset', 'middle.n.04.middle')
('beginning.n.03.beginning', 'end.n.05.end')
('beginning.n.03.beginning', 'middle.n.02.middle')
('beginning.n.05.beginning', 'finish.n.09.finish')
('beginning.n.05.beginning', 'finish.n.09.finishing')
('beginning.n.05.start', 'finish.n.09.finish')
('beginning.n.05.start', 'finish.n.09.finishing')
('beginning.n.05.commencement', 'finish.n.09.finish')
('beginning.n.05.commencement', 'finish.n.09.finishing')
('being.n.01.being', 'nonbeing.n.01.nonbeing')
('being.n.01.beingness', 'nonbeing.n.01.nonbeing')
('being.n.01.existence', 'nonbeing.n.01.nonbeing')
('being.n.01.being', 'nonexistence.n.01.nonexistence')
('being.n.01.being', 'nonexistence.n.01.nonentity')
('being.n.01.beingness', 'nonexistence.n.01.nonexistence')
('being.n.01.beingness', 'nonexistence.n.01.nonentity')
('being.n.01.existence', 'nonexistence.n.01.nonexistence')
('being.n.01.existence', 'nonexistence.n.01.nonentity')
('belief.n.01.belief', 'unbelief.n.01.unbelief')
('belief.n.01.belief', 'unbelief.n.01.disbelief')
('beneficence.n.01.beneficence', 'maleficence.n.01.maleficence')
('beneficence.n.02.beneficence', 'maleficence.n.02.maleficence')
('beneficence.n.02.beneficence', 'maleficence.n.02.mischief')
('beneficence.n.02.beneficence', 'maleficence.n.02.balefulness')
('benevolence.n.01.benevolence', 'malevolence.n.01.malevolence')
('benevolence.n.01.benevolence', 'malevolence.n.01.malignity')
('benignity.n.01.benignity', 'malignity.n.02.malignity')
('benignity.n.01.benignity', 'malignity.n.02.malignancy')
('benignity.n.01.benignity', 'malignity.n.02.malignance')
('benignity.n.01.benignancy', 'malignity.n.02.malignity')
('benignity.n.01.benignancy', 'malignity.n.02.malignancy')
('benignity.n.01.benignancy', 'malignity.n.02.malignance')
('benignity.n.01.graciousness', 'malignity.n.02.malignity')
('benignity.n.01.graciousness', 'malignity.n.02.malignancy')
('benignity.n.01.graciousness', 'malignity.n.02.malignance')
('best.n.01.best', 'worst.n.03.worst')
('biodegradable_pollution.n.01.biodegradable_pollution', 'nonbiodegradable_pollution.n.01.nonbiodegradable_pollution')
('birth.n.01.birth', 'death.n.04.death')
('birth.n.01.birth', 'death.n.04.dying')
('birth.n.01.birth', 'death.n.04.demise')
('birth.n.02.birth', 'death.n.01.death')
('birth.n.02.birth', 'death.n.01.decease')
('birth.n.02.birth', 'death.n.01.expiry')
('birth.n.02.nativity', 'death.n.01.death')
('birth.n.02.nativity', 'death.n.01.decease')
('birth.n.02.nativity', 'death.n.01.expiry')
('birth.n.02.nascency', 'death.n.01.death')
('birth.n.02.nascency', 'death.n.01.decease')
('birth.n.02.nascency', 'death.n.01.expiry')
('birth.n.02.nascence', 'death.n.01.death')
('birth.n.02.nascence', 'death.n.01.decease')
('birth.n.02.nascence', 'death.n.01.expiry')
('black.n.01.black', 'white.n.02.white')
('black.n.01.black', 'white.n.02.whiteness')
('black.n.01.blackness', 'white.n.02.white')
('black.n.01.blackness', 'white.n.02.whiteness')
('black.n.01.inkiness', 'white.n.02.white')
('black.n.01.inkiness', 'white.n.02.whiteness')
('black.n.06.black', 'white.n.11.white')
('blessing.n.01.blessing', 'disapproval.n.04.disapproval')
('blessing.n.01.approval', 'disapproval.n.04.disapproval')
('blessing.n.01.approving', 'disapproval.n.04.disapproval')
('blunt_file.n.01.blunt_file', 'taper_file.n.01.taper_file')
('boarding.n.01.boarding', 'debarkation.n.01.debarkation')
('boarding.n.01.boarding', 'debarkation.n.01.disembarkation')
('boarding.n.01.boarding', 'debarkation.n.01.disembarkment')
('boarding.n.01.embarkation', 'debarkation.n.01.debarkation')
('boarding.n.01.embarkation', 'debarkation.n.01.disembarkation')
('boarding.n.01.embarkation', 'debarkation.n.01.disembarkment')
('boarding.n.01.embarkment', 'debarkation.n.01.debarkation')
('boarding.n.01.embarkment', 'debarkation.n.01.disembarkation')
('boarding.n.01.embarkment', 'debarkation.n.01.disembarkment')
('boarding_school.n.01.boarding_school', 'day_school.n.01.day_school')
('boldness.n.01.boldness', 'timidity.n.02.timidity')
('boldness.n.01.boldness', 'timidity.n.02.timorousness')
('boldness.n.01.daring', 'timidity.n.02.timidity')
('boldness.n.01.daring', 'timidity.n.02.timorousness')
('boldness.n.01.hardiness', 'timidity.n.02.timidity')
('boldness.n.01.hardiness', 'timidity.n.02.timorousness')
('boldness.n.01.hardihood', 'timidity.n.02.timidity')
('boldness.n.01.hardihood', 'timidity.n.02.timorousness')
('borrower.n.01.borrower', 'lender.n.01.lender')
('borrower.n.01.borrower', 'lender.n.01.loaner')
('bottom.n.04.bottom', 'top.n.04.top')
('bottom.n.04.bottom', 'top.n.04.top_of_the_inning')
('bottom.n.04.bottom_of_the_inning', 'top.n.04.top')
('bottom.n.04.bottom_of_the_inning', 'top.n.04.top_of_the_inning')
('brand-name_drug.n.01.brand-name_drug', 'generic_drug.n.01.generic_drug')
('brand-name_drug.n.01.proprietary_drug', 'generic_drug.n.01.generic_drug')
('brave.n.02.brave', 'timid.n.01.timid')
('brave.n.02.brave', 'timid.n.01.cautious')
('breakableness.n.01.breakableness', 'unbreakableness.n.01.unbreakableness')
('brightness.n.01.brightness', 'dullness.n.03.dullness')
('broad-mindedness.n.01.broad-mindedness', 'narrow-mindedness.n.01.narrow-mindedness')
('broad-mindedness.n.01.broad-mindedness', 'narrow-mindedness.n.01.narrowness')
('brother.n.01.brother', 'sister.n.01.sister')
('brother.n.01.brother', 'sister.n.01.sis')
('brother.n.01.blood_brother', 'sister.n.01.sister')
('brother.n.01.blood_brother', 'sister.n.01.sis')
('cacodemon.n.01.cacodemon', 'eudemon.n.01.eudemon')
('cacodemon.n.01.cacodemon', 'eudemon.n.01.eudaemon')
('cacodemon.n.01.cacodemon', 'eudemon.n.01.good_spirit')
('cacodemon.n.01.cacodaemon', 'eudemon.n.01.eudemon')
('cacodemon.n.01.cacodaemon', 'eudemon.n.01.eudaemon')
('cacodemon.n.01.cacodaemon', 'eudemon.n.01.good_spirit')
('call_option.n.02.call_option', 'put_option.n.02.put_option')
('call_option.n.02.call_option', 'put_option.n.02.put')
('call_option.n.02.call', 'put_option.n.02.put_option')
('call_option.n.02.call', 'put_option.n.02.put')
('capability.n.01.capability', 'incapability.n.02.incapability')
('capability.n.01.capability', 'incapability.n.02.incapableness')
('capability.n.01.capableness', 'incapability.n.02.incapability')
('capability.n.01.capableness', 'incapability.n.02.incapableness')
('capability.n.03.capability', 'incapability.n.01.incapability')
('capability.n.03.capability', 'incapability.n.01.incapableness')
('capability.n.03.capableness', 'incapability.n.01.incapability')
('capability.n.03.capableness', 'incapability.n.01.incapableness')
('capability.n.03.potentiality', 'incapability.n.01.incapability')
('capability.n.03.potentiality', 'incapability.n.01.incapableness')
('capacity.n.01.capacity', 'incapacity.n.02.incapacity')
('capacity.n.08.capacity', 'incapacity.n.01.incapacity')
('capacity.n.08.mental_ability', 'incapacity.n.01.incapacity')
('capital.n.04.capital', 'small_letter.n.01.small_letter')
('capital.n.04.capital', 'small_letter.n.01.lowercase')
('capital.n.04.capital', 'small_letter.n.01.lower-case_letter')
('capital.n.04.capital', 'small_letter.n.01.minuscule')
('capital.n.04.capital_letter', 'small_letter.n.01.small_letter')
('capital.n.04.capital_letter', 'small_letter.n.01.lowercase')
('capital.n.04.capital_letter', 'small_letter.n.01.lower-case_letter')
('capital.n.04.capital_letter', 'small_letter.n.01.minuscule')
('capital.n.04.uppercase', 'small_letter.n.01.small_letter')
('capital.n.04.uppercase', 'small_letter.n.01.lowercase')
('capital.n.04.uppercase', 'small_letter.n.01.lower-case_letter')
('capital.n.04.uppercase', 'small_letter.n.01.minuscule')
('capital.n.04.upper-case_letter', 'small_letter.n.01.small_letter')
('capital.n.04.upper-case_letter', 'small_letter.n.01.lowercase')
('capital.n.04.upper-case_letter', 'small_letter.n.01.lower-case_letter')
('capital.n.04.upper-case_letter', 'small_letter.n.01.minuscule')
('capital.n.04.majuscule', 'small_letter.n.01.small_letter')
('capital.n.04.majuscule', 'small_letter.n.01.lowercase')
('capital.n.04.majuscule', 'small_letter.n.01.lower-case_letter')
('capital.n.04.majuscule', 'small_letter.n.01.minuscule')
('capitalism.n.01.capitalism', 'socialism.n.02.socialism')
('capitalism.n.01.capitalism', 'socialism.n.02.socialist_economy')
('capitalism.n.01.capitalist_economy', 'socialism.n.02.socialism')
('capitalism.n.01.capitalist_economy', 'socialism.n.02.socialist_economy')
('captor.n.01.captor', 'liberator.n.01.liberator')
('captor.n.01.capturer', 'liberator.n.01.liberator')
('carefulness.n.02.carefulness', 'carelessness.n.01.carelessness')
('carefulness.n.02.carefulness', 'carelessness.n.01.sloppiness')
('carinate.n.01.carinate', 'ratite.n.01.ratite')
